,Outer right eye corner_x,Outer right eye corner_y,Upper lip inner middle_y,Upper lip inner middle_x,Outer left eyebrow_x,Outer left eyebrow_y,Outer left eye corner_x,Outer left eye corner_y,Right nose peak_x,Right nose peak_y,Inner left eyebrow_y,Inner left eyebrow_x,Outer right eyebrow_x,Outer right eyebrow_y,Lower lip inner middle_x,Lower lip inner middle_y,Nose tip_y,Nose tip_x,Inner right eyebrow_y,Inner right eyebrow_x,Nose saddle left_x,Nose saddle left_y,Upper lip outer middle_x,Upper lip outer middle_y,Middle right eyebrow_y,Middle right eyebrow_x,Nose saddle right_x,Nose saddle right_y,Inner left eye corner_y,Inner left eye corner_x,Left mouth corner_y,Left mouth corner_x,Inner right eye corner_y,Inner right eye corner_x,Left temple_x,Left temple_y,Right mouth corner_y,Right mouth corner_x,Left nose peak_x,Left nose peak_y,Emotion,Chin middle_y,Chin middle_x,Middle left eyebrow_y,Middle left eyebrow_x,Lower lip outer middle_y,Lower lip outer middle_x,Right temple_x,Right temple_y
556,699.041,573.598,1034.21,501.893,75.4209,395.169,803.076,542.183,639.598,929.627,472.251,398.373,770.977,520.935,498.089,1057.03,897.089,493.649,486.964,638.341,501.522,609.025,480.67,1136.84,427.983,815.285,574.211,676.473,577.025,219.119,1102.16,344.586,543.385,644.629,15.1401,588.48,1224.51,754.414,391.558,725.349,33,1374.35,502.728,368.176,212.112,1135.01,498.089,1105.68,489.006
557,690.447,609.519,1090.61,471.208,51.5935,402.032,794.759,554.881,504.503,869.078,480.025,398.946,622.45,504.765,467.452,1109.39,820.672,478.155,448.306,621.908,503.5,575.982,506.5,1061.29,402.471,797.611,593.381,702.391,575.788,175.5,1107.51,357.406,553.356,666.644,22.7653,597.541,1171.36,815.608,371.867,695.601,31,1351.72,490.481,353.478,216.687,1161.97,459.94,1099.1,493.927
558,569.691,610.282,1067.29,476.5,73.3993,473.781,118.831,564.061,426.017,872.802,444.487,404.19,248.007,454.044,476.5,1082.25,868.466,472.763,386.158,599.405,1122.1,604.601,509.5,982.859,357.383,772.052,430.338,635.46,550.227,383.047,1124.71,380.493,526.313,642.126,29.8395,581.077,1093.24,580.91,327.687,730.701,,1364.79,452.428,310.205,204.061,1145.83,472.76,1088.91,513.229
559,267.025,545.333,1044.12,500.5,63.3921,419.982,74.759,559.248,396.511,959.826,386.158,390.789,1048.57,551.047,500.5,1062.74,884.325,541.458,475.044,650.826,947.968,614.076,471.208,1049.29,394.832,841.808,332.516,629.699,568.629,381.313,1117.81,348.781,531.385,649.932,25.487,467.066,1130.44,418.227,383.428,713.651,19,1362.75,476.5,329.198,259.054,1126.05,500.5,1077.79,524.071
560,951.809,612.975,1055.54,415.371,91.0899,436.083,54.1115,566.493,305.898,963.359,463.585,425.468,1062.51,555.989,415.371,1072.01,822.224,529.02,480.097,661.322,384.299,649.011,472.76,1033.62,438.956,840.845,303.901,694.076,470.514,377.241,1035.87,327.622,529.313,678.968,2.9564,461.606,1062.13,707.493,356.817,731.241,6,1349.5,504.224,342.018,198.112,1134.62,415.371,1049.39,489.173
561,963.752,624.363,1015.83,470.85,95.0324,422.471,127.291,553.637,190.951,891.471,472.617,425.699,786.09,451.227,474.145,1029.01,892.314,521.484,523.052,635.58,312.874,644.543,500.5,1006.88,477.025,823.521,232.847,663.041,480.522,371.867,1069.68,329.147,533.96,644.874,24.6373,358.357,1000.59,755.263,364.572,750.363,7,1345.49,405.486,325.471,227.586,1068.54,470.85,937.342,478.693
562,663.644,560.435,1049.02,471.805,66.3417,401.327,144.032,558.313,704.097,941.968,503.874,439.967,811.896,539.932,471.805,1062.9,834.28,485.659,521.373,647.301,441.018,597.968,418.665,1019.29,479.007,805.211,118.68,625.211,516.255,327.687,1072.01,325.572,533.96,654.493,25.9429,380.071,1057.92,724.054,367.939,752.349,8,1220.09,480.733,330.212,209.716,1125.35,471.805,668.222,551.288
563,666.86,595.183,1044.17,484.402,57.9029,473.543,153.903,453.335,720.644,951.04,517.521,454.728,941.435,452.558,484.402,1063.27,847.594,518.198,531.081,1277.48,453.529,613.335,470.85,1002.65,486.614,1394.71,618.946,682.644,477.061,371.745,1059.54,329.147,542.932,641.802,11.1494,377.032,1044.92,760.917,353.867,725.255,10,1264.13,489.153,337.809,217.183,1116.74,480.582,1127.33,443.622
564,868.946,548.112,932.874,437.548,84.536,401.766,133.536,480.522,431.989,901.299,531.081,1119.83,938.169,468.198,444.741,950.858,858.869,500.245,472.298,523.044,466.004,559.277,468.336,1028.21,405.55,704.747,633.277,688.939,491.817,347.838,1091.21,355.507,541.766,654.234,6.1846,402.318,1071.41,741.838,368.004,833.133,2,1338.28,476.763,331.644,191.363,986.826,441.145,1122.53,414.018
565,856.514,530.255,1109.1,478.943,58.0324,403.205,107.284,519.234,342.255,871.442,512.691,1056.19,951.968,515.759,475.123,1128.2,857.603,525.359,472.617,426.017,429.996,527.025,488.221,1005.97,416.516,609.28,322.781,623.313,529.788,364.572,1056.11,343.457,535.27,638.673,4.8321,460.487,1086.09,709.615,376.097,781.263,13,1249.39,423.16,347.119,182.414,1196.95,482.763,1101.57,218.117
566,865.637,553.745,1097.21,493.02,74.9532,420.169,146.838,479.982,635.004,854.543,464.882,285.718,962.932,509.586,493.02,1112.17,925.704,509.5,512.882,392.484,387.255,540.083,444.741,878.922,448.458,581.731,290.457,605.543,515.255,367.939,1110.87,972.989,528.342,653.594,4.20872,462.691,1034.52,731.457,417.291,838.068,15,1395.57,482.763,326.371,236.888,1175.75,489.28,1106.33,470.732
567,882.126,556.723,1109.89,485.993,66.3345,418.924,132.356,476.853,647.478,853.608,465.137,212.834,941.263,473.133,493.664,1125.23,808.911,478.72,525.057,265.314,450.608,523.795,482.763,1070.91,452.007,439.824,578.989,614.011,512.766,338.903,1125.93,888.773,537.579,666.011,8.81169,473.689,990.651,767.32,398.788,811.147,11,1373.97,478.06,339.781,227.536,1201.94,493.664,1112.19,360.669
568,858.169,526.313,1129.9,489.391,72.7446,394.471,137.953,526.766,651.536,843.817,516.908,219.344,941.327,492.766,489.391,1149.16,812.962,487.72,473.062,107.269,425.651,542.694,493.02,1052.32,408.399,133.895,582.155,611.91,612.989,374.478,1126.85,246.255,540.932,666.716,4.10853,456.596,1013.82,763.701,355.781,773.903,11,1401.39,482.158,337.874,219.579,1214.64,485.54,1112.47,390.574
569,860.579,538.406,1177.87,1127.91,62.2986,451.867,143.162,496.781,673.378,832.809,508.824,119.214,970.939,450.579,1123.87,1194.04,772.259,515.397,454.284,692.486,431.047,553.96,489.829,1067.7,415.579,920.845,568.658,605.543,550.529,370.025,1142.1,206.255,546.622,653.91,7.67069,412.715,1064.76,701.629,343.313,840.968,11,1407.21,466.282,311.91,227.608,1266.81,1127.91,1105,457.904
570,888.924,532.594,1166.56,1016.56,79.4353,490.176,120.428,512.766,648.773,835.421,427.191,448.644,955.953,457.845,1000.71,1190.34,795.234,431.845,472.421,705.45,435.68,573.759,489.391,1091.39,434.435,967.55,599.306,610.594,567.881,407.406,1078.79,365.996,525.579,661.421,16.8989,490.609,1033.85,751.356,385.097,747.867,14,1472.97,1047.06,335.759,200.284,1253.75,1020.53,1103.18,462.691
571,863.291,537.27,1080.45,359.882,67.0108,432.579,144.622,596.802,649.932,833.313,457.227,458.543,965.572,471.083,367.298,1098.99,833.731,482.651,437.989,395.586,401.752,560.651,1144.08,1141.49,398.277,610.694,575.651,589.464,562.917,418.385,1046.63,329.73,535.874,653.004,4.58163,475.827,1046,722.126,358.104,755.867,16,1451.89,905.603,347.119,202.478,1150.9,352.466,1114.82,468.435
572,872.91,533.96,1084.27,278.21,74.9532,410.716,142.327,538.385,665.845,821.284,431.371,187.097,957.558,473.133,280.08,1099.23,851.11,477.439,425.975,418.227,448.939,651.838,1060.16,1119.01,422.522,642.687,576.205,580.536,527.572,349.622,925.781,345.745,544.817,640.709,8.37755,457.498,1009.41,765.622,374.306,763.637,17,1358.56,371.007,344.529,199.946,1162.81,274.469,1103.58,444.407
573,871.14,559.55,1169.21,247.529,66.536,387.068,156.989,564.586,654.802,848.349,394.896,228.299,961.788,451.119,247.529,1185.31,868.609,478.744,429.493,628.414,430.745,580.888,359.882,1047.07,403.133,816.227,596.953,585.083,601.486,346.594,904.867,336.989,535.248,647.27,5.96753,468.691,1094.1,702.888,376.55,773.457,3,1347.79,283.895,329.572,205.054,1253.76,235.45,1119.33,417.591
574,880.853,535.291,1178.45,176.031,82.5,392.234,166.888,559.651,667.73,845.04,426.198,447.191,952.457,451.817,167.914,1194.69,750.057,507.32,412.673,627.881,489.781,620.601,274.469,1048.74,399.608,827.119,575.378,583.601,520.169,379.025,918.342,285.989,536.536,651.097,9.4128,457.498,1070.63,757.234,372.486,769.147,4,1467.17,283.768,355.845,220.083,1255.56,159.797,1105.72,447.463
575,858.989,531.932,1100.68,187.147,64.2338,419.205,127.924,524.493,621.86,855.363,419.205,441.709,950.14,478.917,205.533,1126.6,619.951,444.741,412.162,634.27,490.241,615.176,231.423,1136.99,374.176,855.277,581.687,586.91,523.853,358.104,923.953,342.536,566.493,662.442,4.07514,465.068,1081.96,717.881,356.255,824.212,5,1458.48,232.847,333.076,204.068,1193.17,199.828,1099.28,429.296
576,874.356,538.227,1205.16,576.371,78.1691,403.097,126.795,591.644,657.471,859.032,394.896,427.076,971.09,500.701,580.241,1282.57,834.089,517.139,425.414,649.809,432.759,576.838,151.68,1133.81,388.378,861.924,555.385,596.112,536.759,371.155,937.745,317.91,520.817,656.658,16.5816,515.01,1076.13,693.795,368.068,856.91,18,1368.14,298.724,348.881,219.968,1359.98,587.982,1100.62,437.639
577,883.924,550.989,1171.36,572.5,77.7446,420.608,160.435,520.169,635.335,825.687,415.313,427.594,965.09,490.644,583.896,1289.11,827.922,530.42,356.802,618.86,408.924,634.291,145.306,1036.01,373.421,834.903,573.299,609.752,529.716,360.723,976.982,316.227,526.032,656.284,7.47032,467.801,1047.64,698.932,384.968,830.939,21,1557.38,584.112,370.335,224.565,1365.08,591.493,1120.45,443.533
578,884.629,550.989,1106.48,326.09,42.5576,417.514,135.371,520.759,666.773,818.299,356.802,429.406,970.399,499.486,332.709,1132.95,860.58,516.678,390.953,653.442,448.853,547.493,576.371,1135.49,362.867,867.601,551.881,585.342,509.996,363.119,974.047,334.068,586.219,680.709,14.3553,487.237,1068.72,716.493,374.306,763.637,20,1551.21,591.493,394.471,210.392,1205.76,355.874,1106.62,445.086
579,879.493,549.989,1071.73,169.594,68.1547,355.14,137.975,533.608,649.248,849.363,369.888,425.241,959.263,467.306,183.406,1109.72,871.855,524.054,414.493,675.687,429.255,564.068,572.5,1121.97,365.284,879.083,584.399,564.586,579.248,366.054,925.773,297.004,605.608,701.831,4.20872,480.457,1072.73,723.558,365.817,746.205,1,1328.21,458.464,417.09,216.09,1189.14,176.5,1127.14,465.068
580,875.09,532.054,1068.72,536.155,61.205,376.514,145.471,526.55,673.421,859.421,391.529,455.888,958.097,463.701,536.155,1081.9,902.985,1277.48,404.896,634.946,446.781,571.421,306.234,1070.08,365.183,846.745,598.96,601.277,619.212,364.673,991.766,296.781,612.558,663.888,23.4221,479.717,1103.9,697.486,355.191,715.313,49,1379.07,211.032,390.953,186.378,1121.44,539.45,1116.17,453.786
581,872.802,529.313,1046.31,533.162,93.205,445.968,132.068,509.996,650.543,853.011,391.658,433.076,950.435,462.442,526.629,1114.9,889.163,1183,408.205,661.112,430.363,567.701,162.687,1013.03,371.802,869.601,603.018,601.277,575.112,377.658,972.529,336.629,555.96,663.845,10.2087,475.381,1100.13,743.191,381.054,794.817,51,1338.9,526.27,374.428,175.378,1186.76,526.629,1117.06,443.088
582,864.766,544.817,1030.29,513.406,65.3705,451.867,124.356,569.45,658.183,846.083,381.73,449.313,952.421,445.09,516.86,1171.87,798.622,333.924,409.982,641.802,434.932,550.586,529.565,1055.54,376.745,861.169,586.572,607.227,521.004,371.155,1029.18,348.097,566.493,669.91,18.3015,487.376,1053.87,680.126,388.385,776.622,52,1343.54,523.363,439.399,235.097,1227.13,513.406,1140.89,471.875
583,862.263,542.183,1017.99,538.701,70.9748,368.989,143.953,615.817,646.442,850.809,390.04,425.759,961.543,493.716,542.068,1115.63,812.962,227.794,415.507,647.759,431.378,621.709,533.162,997.32,360.471,864.665,593.435,577.378,500.795,353.845,977.723,304.068,636.147,699.126,3.11224,465.146,1054.21,698.932,389.917,801.068,50,1413.6,513.406,371.543,196.442,1176.23,535.335,1108.25,414.468
584,861.629,550.809,1048.14,545.737,46.6799,371.442,143.759,571.457,640.709,851.248,399.32,430.853,964.371,506.809,549.061,1071.41,867.216,175.052,391.73,618.644,439.378,659.96,509.953,978.493,348.335,838.96,577.55,578.522,498.939,355.191,930.939,275.723,563.457,657.709,9.26809,490.459,1118.97,750.349,335.651,920.155,46,1378.25,535.335,376.658,266.888,1151.18,545.737,1122.2,466.415
585,883.622,566.493,1033.43,530.565,59.6295,385.205,147.428,517.853,650.737,840.399,375.04,415.018,955.032,463.824,530.565,1184.39,894.367,54.2798,380.068,643.709,472.68,600.694,542.068,970.853,353.709,861.176,551.745,604.126,553.119,381.054,1021.4,287.543,584.514,712.773,9.23469,497.478,1137.09,803.759,362.673,802.896,45,1333.98,539.09,376.91,261.126,1258.12,530.565,1111.72,462.691
586,871.219,520.817,1008.28,544.464,70.464,403.968,135.371,494.809,647.529,829.14,373.478,416.356,954.817,457.14,551.025,1100.13,834.415,8.37268,406.831,655.953,440.478,565.119,535.766,988.313,380.011,887.277,574.45,590.73,550.68,386.665,942.169,318.306,587.558,706.996,7.03618,469.314,1134.99,766.953,406.86,789.299,44,1437.17,520.032,372.27,192.737,1169.03,551.025,1130.08,455.984
587,872.802,526.032,1030.36,512.5,80.6295,364.939,138.817,504.867,648.399,885.975,390.068,448.097,983.644,533.989,515.809,1043.6,856.817,576.371,406.831,663.363,431.658,560.651,530.565,984.277,376.658,884.629,576.162,579.356,677.421,339.119,981.694,351.917,562.989,678.205,5.96753,466.175,1093.11,772.68,382.068,806.471,43,1352.74,524.781,335.939,202.514,1106.48,519.119,1092.7,451.955
588,900.076,593.183,1053.53,571.759,649.291,380.068,126.291,536.788,653.306,822.543,393.421,448.802,1029.46,521.881,571.759,1070.08,901.658,580.097,411.946,647.176,423.363,528.579,551.025,968.91,381.644,876.126,578.183,629.687,548.047,356.457,996.817,358.55,528.673,645.464,5.21614,450.641,1096.62,778.745,425.996,795.234,22,1334.82,515.809,356.227,227.709,1136.26,581.687,1123.73,436.359
589,938.45,605.608,1051.46,455.673,779.011,366.773,131.982,536.047,656.284,818.004,398.478,428.327,987.299,530.817,455.673,1071.41,881.442,216.881,392.845,654.946,449.644,621.709,512.5,993.96,363.709,884.802,576.198,574.457,515.255,406.86,1020.36,367.054,538.817,653.752,24.5798,376.481,1189.27,791.932,385.457,726.227,26,1314.97,571.759,310.874,160.824,1141.21,445.701,1125.52,448.832
590,902.004,612.558,1066.23,521.5,91.2268,565.569,129.773,544.176,687.673,903.083,373.421,438.04,990.349,461.169,521.5,1079.18,771.299,145.421,401.371,646.442,461.191,596.191,568.45,1003.89,365.284,866.241,567.709,581.802,543.363,385.277,972.097,313.162,521.752,635.299,12.3015,406.136,1075.23,768.817,357.219,699.047,25,1350.6,472.291,359.608,210.802,1140.69,521.5,1105.4,459.073
591,902.579,548.939,1032.65,508.486,76.9907,538.45,117.147,544.939,705.471,911.392,391.529,436.486,997.956,486.773,521.838,1126.12,795.234,529.565,409.723,624.234,467.96,589.701,465.644,1004.93,380.068,858.176,611.068,648.896,561.291,416.112,1029.98,307.263,555.723,653.752,7.49814,450.335,1100.8,773.119,363.227,789.284,23,1325.22,527.975,378.119,253.637,1196.22,521.838,1130.52,435.986
592,901.622,566.493,996.214,553.097,94.3223,452.007,151.291,490.622,663.888,935.968,399.838,426.536,974.198,486.018,554.745,1002.8,834.011,536.428,413.881,629.932,408.471,732.903,518.263,1024.14,358.399,841.457,607.183,671.133,549.853,382.191,1074.23,327.32,547.903,674.701,19.6763,409.955,1110.67,787.745,351.514,733.68,41,1349.77,525.176,357.147,235.673,1043.99,559.687,1089.39,429.101
593,890.025,549.989,1077.33,545.32,57.6141,516.813,135.004,514.486,677.888,875.442,389.608,418.406,1037.97,467.176,545.32,1100.8,778.205,527.219,404.507,643.96,415.507,591.558,511.824,985.917,365.255,872.335,582.147,687.191,479.982,351.378,1119.66,355.73,523.723,653.745,1.0974,412.097,1103.94,751.025,359.155,719.723,42,1332.31,567.924,354.932,834.284,1187.97,545.32,1128.51,442.248
594,950.802,571.104,1097.45,566.14,93.5743,503.046,175.579,561.291,673.421,868.421,386.665,436.996,1026.48,485.745,566.14,1114.21,799.14,542.068,436.594,651.91,474.601,598.392,551.45,986.342,397.975,876.601,576.076,633.198,529.716,363.227,977.91,304.982,581.759,586.054,5.09961,264.922,1039.25,726.615,362.414,717.169,36,1369,538.615,373.817,846.989,1187.97,566.14,1133.81,394.281
595,945.73,587.558,1041.56,539.435,96.9801,473.755,133.96,566.183,706.55,970.248,415.529,437.752,993.759,535.248,536.068,1159.4,752.327,539.09,400.126,646.601,459.076,597.91,548.673,1006.93,349.838,867.867,592.673,636.709,501.363,354.493,943.73,356.838,580.572,526.112,0.757885,378.268,1059.54,731.522,1004.93,808.831,37,1362.3,562.788,369.385,115.291,1223.37,536.068,1082.29,380.606
596,893.198,573.392,1066.41,541.637,80.1578,524.802,129.392,474.14,667.809,869.845,383.363,418.629,963.306,525.291,540.018,1074.51,763.097,541.097,427.615,646.442,495.191,584.356,566.14,1043.81,381.687,843.277,617.457,740.09,494.183,368.176,928.723,316.658,573.514,443.809,3.55751,437.266,1062.13,707.788,992.061,767.435,38,1384.98,539.435,377.996,74.759,1142.49,538.399,1154.11,378.841
597,882.155,542.198,1057.49,528.342,82.5053,407.078,122.651,507.558,712.773,926.471,421.054,446.327,951.306,467.809,528.342,1070.61,795.04,551.025,453.903,677.227,463.845,546.586,536.068,994.421,419.083,907.04,570.169,637.529,479.414,362.414,1033.25,325.529,582.924,371.759,5.0269,486.791,1069.68,721.378,439.577,1010.17,39,1315.51,541.637,373.399,43.5791,1129.66,528.342,1139.54,311.578
598,863.392,538.817,1055.54,512.205,84.3196,564.423,134.09,516.255,710.507,907.04,436.493,464.824,938.435,465.737,518.795,1131.32,795.399,522.428,459.996,687.27,421.478,517.953,538.399,1033.85,416.313,916.608,642.371,688.442,552.903,951.752,988.709,315.579,543.406,614.932,14.4388,370.582,1087.82,739.219,405.988,997.314,40,1336.33,531.622,359.263,195.493,1197.22,515.5,1149.66,217.885
599,859.356,525.047,1044.99,522.435,89.317,472.617,142.637,503.205,671.27,843.867,449.076,439.73,964.831,525.291,536.306,1162.89,795.399,555.212,473.953,653.227,436.032,583.529,528.342,1037.8,427.752,887.788,629.759,657.773,540.924,251.824,1022.19,337.888,561.752,625.471,7.10853,490.982,1052.85,725.601,410.874,955.243,28,1355.38,515.5,376.054,202.493,1221.84,536.306,1128.8,309.83
600,873.536,586.155,1043.24,515.5,84.3753,572.938,136.399,470.608,658.989,782.27,466.845,425.773,970.126,507.155,536.91,1232.36,798.86,502.205,429.572,642.781,422.996,543.061,505.615,1002.82,380.421,867.471,588.047,621.939,684.741,430.41,1135.15,287.104,444.104,483.658,13.4703,486.652,1141.01,660.385,375.009,929.015,27,1381.35,525.903,340.507,40.4928,1300.16,529.773,1093.84,371.188
601,892.025,578.464,1124.71,536.054,93.5265,573.176,702.471,516.342,646.989,873.565,407.781,414.112,957.5,455.133,539.565,1131.38,839.608,531.212,416.558,651.441,428.32,533.277,522.435,1003.38,379.694,874.376,571.076,562.486,689.962,436.29,1039.1,340.917,535.291,410.694,9.63544,466.643,1142.1,597.191,433.521,949.227,47,1460.74,529.773,363.709,18.9676,1141.92,539.565,1091.97,397.359
602,869.313,533.522,1040.46,535.968,74.1021,520.935,798.09,493.968,632.004,841.363,491.371,442.982,954.169,546.363,539.32,1057.22,785.629,511.824,509.932,706.55,444.601,523.442,519.068,989.716,461.673,918.147,579.363,609.824,622.458,451.458,983.284,348.356,464.788,606.306,4.48701,454.565,1128.22,496.471,421.362,880.259,48,1419.62,532.543,358.845,228.349,1137.68,535.968,1119.54,384.541
603,826.745,595.917,1057.49,525.061,105.054,568.277,53.7806,528.147,657.133,853.277,425.414,411.924,881.507,513.047,521.781,1070.61,735.924,548.155,435.514,647.608,1101.32,616.054,532.543,1103.64,381.644,886.658,556.219,594.241,644.595,399.741,1015.03,337.147,463.083,584.04,464.5,424.955,1139.59,393.169,451.664,952.235,34,1318.72,532.615,364.263,220.73,1136.22,528.342,1108.84,473.294
604,760.673,573.464,1118.97,548.392,99.439,510.821,169.147,712.243,681.493,870.493,443.709,474.745,812.442,503.299,548.392,1143.34,795.723,538.615,460.471,732.888,1020.68,551.205,532.615,996.874,403.478,947.45,582.745,603.061,643.275,446.269,1042.36,353.507,501.363,557.025,554.628,467.691,1131.73,216.378,414.606,903.073,35,1333.05,521.781,352.442,151.96,1219.95,548.392,1128.03,479.138
605,679.032,587.558,1158.93,570.781,82.2984,481.107,150.582,676.975,663.543,843.809,436.594,471.773,717.888,500.853,578.061,1177.13,795.723,576.198,461.169,699.975,522.081,693.908,525.061,995.155,419.04,914.133,599.996,612.421,601.044,466.529,1000.59,326.665,459.536,593.73,3.1383,402.649,1075.38,662.673,430.633,1014.63,32,1432.35,541.428,339.781,214.018,1264.5,578.061,1111.36,456.936
606,589.428,582.924,1149.21,539.5,84.6618,462.017,159.256,606.224,543.579,900.32,393.076,442.406,458.622,513.831,546.608,1166.97,789.04,536.068,406.946,653.932,501.224,702.948,551.874,1059.77,382.673,896.665,581.888,575.982,628.664,447.67,903.507,319.248,485.831,572.299,16.0203,434.715,1046.63,728.637,427.545,875.269,30,1472,592.622,333.198,180.241,1262.93,539.5,1129.06,444.591
607,349.788,577.025,1103.64,562.032,92.1021,483.837,148.298,648.718,479.91,896.874,379.896,418.917,915.018,389.953,565.543,1131.73,771.622,554.586,386.658,638.701,536.683,675.216,567.14,1100.69,373.133,882.155,476.327,649.011,596.85,440.484,1017.2,312.579,517.701,588.169,5.83952,498.224,910.291,653.442,420.153,961.044,33,1458.4,557.27,348.493,180.255,1212.48,576.076,1087.35,426.904
608,863.867,516.126,1093.11,557.565,108.534,470.444,153.065,656.023,380.615,882.464,373.133,447.493,938.406,403.565,561.076,1110.67,791.759,531.622,379.896,613.176,449.206,698.182,532.392,1099.45,396.802,826.198,380.399,644.543,702.948,443.619,939.191,312.795,509.097,601.953,4.6039,645.279,1027.38,439.831,417.686,995.436,31,1409.08,600.651,352.061,186.27,1198.44,557.565,1068.24,396.591
609,883.385,527.363,1218.97,576.622,101.962,470.389,174.996,617.468,282.55,889.802,366.888,404.651,702.363,257.054,580.335,1241.24,798.529,505.615,383.363,625.414,522.757,634.776,547.989,1050.98,324.054,842.881,296.356,626.176,605.492,427.545,921.205,305.025,503.788,584.313,26.539,639.418,914.327,689.342,420.351,953.747,,1423.13,568.097,348.162,147.363,1315.49,580.335,1041.36,447.463
610,705.241,395.183,1137.68,575.32,88.2268,474.757,160.052,656.627,149.673,875.442,406.946,440.73,731.198,370.183,575.32,1151.09,798.788,525.903,420.471,643.608,528.121,625.68,554.054,1036.94,390.04,870.155,232.594,622.176,712.481,446.317,934.378,327.191,596.802,604.335,47.0714,612.669,890.335,679.953,432.824,996.306,19,1493.67,576.622,444.644,206.133,1238.26,582.025,997.821,403.351
611,669.687,509.392,1142.26,584.119,100.259,450.694,147.2,583.911,611.522,816.212,432.45,457.378,869.73,292.989,584.119,1163.33,764.91,526.205,429.054,637.349,511.585,612.686,576.622,1155.86,415.471,861.464,181.27,584.047,696.869,447.542,1041.49,881.953,529.277,591.651,28.8154,627.029,909.406,679.14,441.678,942.694,6,1365.65,558.558,389.622,184.831,1237.05,584.119,758.79,401.181
612,841.097,418.975,1065.79,546.435,96.4469,566.755,162.24,711.606,635.788,829.982,396.342,457.773,822.371,297.414,542.968,1107.41,833.313,532.543,402.874,621.083,496.553,622.728,575.32,1097.45,386.543,843.183,539.91,587.737,661.084,428.595,983.665,909.385,551.406,654.529,2.55566,571.248,906.428,693.04,424.219,931.442,7,1416.1,587.629,396.543,226.183,1176.76,546.435,1077.36,587.539
613,816.558,431.112,971.622,516.975,97.7759,487.131,165.821,609.519,489.414,749.14,403.478,1025,831.04,328.615,523.737,1002.05,772.255,532.615,427.752,1170.64,512.882,694.29,584.119,1093.11,401.241,819.665,556.694,613.335,710.953,452.104,1024.06,216.606,562.917,663.349,11.834,575.233,931.759,659.09,436.259,939.184,8,1405.62,542.968,376.745,242.011,1069.68,527.119,1115.44,600.635
614,792.32,456.687,1083.21,528.644,88.5769,477.55,154.147,721.203,332.996,781.335,412.119,892.255,853.687,295.968,528.644,1096.73,818.004,525.061,440.176,561.277,504.049,601.466,546.435,1006.85,392.212,739.349,365.673,547.701,637.123,470.198,1303.52,416.659,524.493,583.637,7.49258,560.038,970.939,678.817,434.229,937.259,10,1370.62,544.025,364.378,186.428,1174.5,528.644,1086.73,537.997
615,827.399,427.406,1055.54,513.385,66.3594,593.412,174.566,701.134,620.622,728.212,422.478,348.903,850.629,321.227,516.68,1075.31,840.406,565.802,438.414,494.126,498.646,729.924,523.737,917.522,387.442,636.903,271.486,561.191,622.879,436.728,1205.1,336.725,594.924,579.514,25.8265,641.622,961.73,682.011,435.972,923.198,2,1370.62,521.881,434.176,176.004,1151.09,516.68,1079.96,681.596
616,808.73,449.917,1056.15,525.263,79.2984,485.277,152.42,661.084,604.385,698.507,431.306,273.781,866.155,360.579,521.881,1079.82,874.989,563.5,429.572,408.701,532.847,730.991,525.263,1029.1,400.939,539.471,543.313,559.277,629.444,453.001,1205.71,266.707,508.025,606.723,13.9991,613.454,919.788,677.09,457.744,918.256,13,1345.49,526.565,341.047,205.975,1164.36,528.644,1091.73,565.815
617,820.831,496.55,1074.23,555.853,92.5557,464.182,186.032,714.809,574.896,739.637,426.061,201.565,885.234,345.903,555.853,1098,871.996,528.838,433.054,336.076,511.036,722.914,510.09,999.522,394.464,314.68,520.097,521.212,628.107,446.595,1163.58,129.208,511.478,580.838,14.8228,638.767,991.766,707.932,421.107,927.956,15,1374,521.881,356.802,187.96,1165.92,545.665,1096.51,548.517
618,826.73,465.989,1046.31,549.227,86.874,518.922,168.702,653.42,620.018,716.572,415.212,132.68,862.644,345.169,549.227,1065.91,833.313,537.457,436.594,251.486,536.939,745.658,525.263,1002.05,335.392,788.845,461.716,531.147,620.015,456.184,1162.22,366.232,524.155,604.335,7.99907,649.487,908.773,728.27,433.139,899.882,11,1383.24,532.083,360.299,194.694,1150.83,549.227,1092.5,529.982
619,802.788,458.896,1079.67,1198.38,80.1897,560.428,144.845,618.71,575.291,737.227,427.464,383.047,879.514,444.644,1198.38,1103.94,808.737,540.011,417.234,577.421,539.46,653.42,555.853,1013.11,348.543,797.414,538.234,526.716,612.702,461.93,1159.85,337.911,517.054,591.802,15.7078,652.526,1019.29,763.263,443.221,1016.28,14,1340.27,545.96,358.781,192.953,1190.63,1201.85,1119.05,597.541
620,824.478,564.428,1094.59,993.234,95.0862,547.664,155.818,637.816,600.255,747.342,441.392,388.191,864.888,353.191,986.27,1115.49,977.673,565.486,441.392,594.522,511.784,647.898,545.96,997.32,288.709,521.068,506.457,539.701,623.15,449.182,1195.69,386.779,506.874,591.047,7.7987,664.648,1026.72,725.406,449.373,934.999,16,1398.69,1111.69,347.637,197.637,1185.13,996.716,1100.54,544.159
